Koło;Nazwisko;Imię ;1-31;1-35;1-40;1-56;1-57;1-64;1-89;1-126;1-139;1-140;2-8;3-15;5-4;5-15;5-28;6-14;6-16;7-11;8-7;8-11;9-16;9-17;9-18;9-22;9-25;9-26;10-8;10-9;10-11;10-15;10-18;10-19;11-8;11-11;11-13;11-16;11-44;11-48;11-55;12-13;12-14;12-24;12-26;12-27;12-28;14-18;14-19;14-20;14-29;14-36;15-27;15-35;15-50;16-6;16-7;16-17;16-21;16-63;16-82
PiS;Piechowiak;Grzegorz;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY
PiS;Pieczarka;Anna;ZA;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Piontkowski;Dariusz;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Płażyński;Kacper;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;PRZECIW;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Pogoda;Szymon;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Polaczek;Jerzy;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Polak;Piotr;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;PRZECIW;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Porzucek;Marcin;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Przydacz;Marcin;PRZECIW;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Puda;Grzegorz;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Rau;Zbigniew;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Romanowski;Marcin;ZA;ZA;NIEOBECNY;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;ZA;ZA;PRZECIW;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Romanowski;Rafał;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Rusecka;Urszula;NIEOBECNY;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;WSTRZYMAŁ SIĘ;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Rychlik;Paweł;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Sałek;Paweł;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Sasin;Jacek;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Schmidt;Anna;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;NIEOBECNY;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY
PiS;Schreiber;Łukasz;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Sellin;Jarosław;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Semeniuk-Patkowska;Olga;PRZECIW;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;PRZECIW;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Siarka;Edward;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Skwarek;Sławomir;ZA;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;PRZECIW;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Smoliński;Kazimierz;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Sobolewski;Krzysztof;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Soin;Agnieszka;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW
PiS;Sójka;Katarzyna;PRZECIW;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Stachowiak-Różecka;Mirosława;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Stefaniuk;Dariusz;ZA;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Suski;Marek;PRZECIW;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;NIEOBECNY;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Szałabawka;Artur;PRZECIW;ZA;ZA;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;NIEOBECNY
PiS;Szarama;Wojciech;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Szczucki;Krzysztof;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;NIEOBECNY;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Szczurek-Żelazko;Józefa;WSTRZYMAŁ SIĘ;ZA;WSTRZYMAŁ SIĘ;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;ZA;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;NIEOBECNY;NIEOBECNY;NIEOBECNY;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;NIEOBECNY;NIEOBECNY
PiS;Szefernaker;Paweł;ZA;ZA;PRZECIW;NIEOBECNY;NIEOBECNY;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;NIEOBECNY;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
PiS;Szrot;Paweł;WSTRZYMAŁ SIĘ;ZA;PRZECIW;PRZECIW;ZA;WSTRZYMAŁ SIĘ;WSTRZYMAŁ SIĘ;NIEOBECNY;NIEOBECNY;NIEOBECNY;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;PRZECIW;PRZECIW;ZA;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;PRZECIW;PRZECIW;ZA;ZA;ZA;WSTRZYMAŁ SIĘ;ZA;PRZECIW;ZA;PRZECIW;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW;ZA;ZA;ZA;ZA;ZA;PRZECIW;ZA;ZA;PRZECIW
